TimeStamp,Name,Time Stamp,Hub Wind Speed,Hub Turbulence,Shear Exponent,Profile Rotor Wind Speed,Profile Hub Wind Speed,Hub to Rotor Ratio,Hub to Rotor Deviation,Input Hub Wind Speed,Wind Speed Bin,Turbulence Bin,Base Power,Hub Power,Rotor Equivalent Wind Speed,REWS Power,Turbulence Power,Combined Power
12/27/11 15:30,Dataset 1,12/27/11 15:30,15.44,0.139249,0.087836865,16.00047213,16.03119116,0.998083796,-0.001916204,15.44,15,0.13,2000,2000,15.41041381,2000,1996.520872,1996.40982
12/27/11 15:40,Dataset 1,12/27/11 15:40,15,0.141333,0.177253569,15.1126648,15.16392656,0.996619493,-0.003380507,15,15,0.15,2000,2000,14.9492924,2000,1993.846836,1993.534584
12/27/11 15:50,Dataset 1,12/27/11 15:50,14.48,0.116713,0.168483321,14.54539545,14.52933067,1.001105679,0.001105679,14.48,14,0.11,2000,2000,14.49601023,2000,1997.940013,1997.986073
12/27/11 16:00,Dataset 1,12/27/11 16:00,13.31,0.111946,0.16172959,13.51417674,13.43928768,1.005572398,0.005572398,13.31,13,0.11,1999.31,1999.31,13.38416862,1999.38,1993.772172,1994.264762
12/27/11 16:10,Dataset 1,12/27/11 16:10,13.78,0.102322,0.211232711,13.36251913,13.38406116,0.998390471,-0.001609529,13.78,14,0.11,1999.78,1999.78,13.75782069,1999.76,1999.285541,1999.249617
12/27/11 16:20,Dataset 1,12/27/11 16:20,14.7,0.107483,0.181331955,14.56789136,14.57663514,0.999400151,-0.000599849,14.7,15,0.11,2000,2000,14.69118222,2000,1999.58172,1999.574282
12/27/11 18:40,Dataset 1,12/27/11 18:40,12.47,0.177225,0.173289938,11.90936682,11.90801203,1.000113771,0.000113771,12.47,12,0.17,1993.17,1993.17,12.47141873,1993.17,1894.287234,1894.345913
12/27/11 18:50,Dataset 1,12/27/11 18:50,14.28,0.129552,0.203501469,14.54914182,14.49841319,1.003498909,0.003498909,14.28,14,0.13,2000,2000,14.32996442,2000,1993.236294,1993.58868
12/27/11 19:00,Dataset 1,12/27/11 19:00,15.37,0.106051,0.205890238,14.84874493,14.83274731,1.001078533,0.001078533,15.37,15,0.11,2000,2000,15.38657706,2000,1999.969952,1999.973769
12/27/11 19:10,Dataset 1,12/27/11 19:10,14.83,0.138233,0.156225455,14.73434941,14.7797281,0.996929667,-0.003070333,14.83,15,0.13,2000,2000,14.78446696,2000,1993.831062,1993.536656
12/27/11 19:20,Dataset 1,12/27/11 19:20,15.06,0.116202,0.169717294,14.82934357,14.76809776,1.00414717,0.00414717,15.06,15,0.11,2000,2000,15.12245638,2000,1999.221433,1999.305687
12/27/11 19:30,Dataset 1,12/27/11 19:30,13.75,0.138909,0.163827384,13.79728747,13.79515292,1.000154732,0.000154732,13.75,14,0.13,1999.75,1999.75,13.75212756,1999.75,1982.242435,1982.274241
12/27/11 19:40,Dataset 1,12/27/11 19:40,13.56,0.099558,0.197025962,12.95126438,12.91242436,1.003007957,0.003007957,13.56,14,0.09,1999.56,1999.56,13.6007879,1999.6,1999.679185,1999.712706
12/27/11 19:50,Dataset 1,12/27/11 19:50,13.84,0.122832,0.192018022,13.74866376,13.68783292,1.004444154,0.004444154,13.84,14,0.13,1999.84,1999.84,13.90150709,1999.9,1992.593582,1993.118139
12/27/11 20:00,Dataset 1,12/27/11 20:00,14.07,0.158493,0.147289714,13.94953401,13.9340671,1.001110007,0.001110007,14.07,14,0.15,2000,2000,14.08561779,2000,1973.575406,1973.870203
12/27/11 20:10,Dataset 1,12/27/11 20:10,12.72,0.129717,0.160962873,12.71514142,12.73984673,0.998060784,-0.001939216,12.72,13,0.13,1995.92,1995.92,12.69533317,1995.7,1968.244046,1967.538691
12/27/11 20:20,Dataset 1,12/27/11 20:20,14.61,0.149897,0.161426734,14.29308429,14.29516819,0.999854223,-0.000145777,14.61,15,0.15,2000,2000,14.6078702,2000,1987.037626,1987.014611
12/27/11 20:30,Dataset 1,12/27/11 20:30,13.88,0.12536,0.136560885,14.02462208,14.07099514,0.996704351,-0.003295649,13.88,14,0.13,1999.88,1999.88,13.83425639,1999.83,1991.778854,1991.335229
12/27/11 20:40,Dataset 1,12/27/11 20:40,15.38,0.124837,0.126231311,15.35381167,15.38683448,0.997853827,-0.002146173,15.38,15,0.13,2000,2000,15.34699185,2000,1998.808922,1998.747465
12/27/11 20:50,Dataset 1,12/27/11 20:50,10.11,0.148368,0.143464404,10.16067392,10.16546755,0.99952844,-0.00047156,10.11,10,0.15,1666.37,1666.37,10.10523252,1666.37,1606.334642,1606.581069
12/27/11 21:00,Dataset 1,12/27/11 21:00,7.6,0.072368,0.239696287,7.729408935,7.76809212,0.995020246,-0.004979754,7.6,8,0.07,768.6,768.6,7.562153873,756.56,758.4670997,746.5561679
12/27/11 21:10,Dataset 1,12/27/11 21:10,8.52,0.174883,0.193713041,9.347133326,9.400518934,0.994320994,-0.005679006,8.52,9,0.17,1079.84,1079.84,8.471614865,1061.49,1105.44247,1089.019074
12/27/11 21:20,Dataset 1,12/27/11 21:20,10.1,0.171287,0.218581299,10.49072809,10.56673653,0.99280682,-0.00719318,10.1,10,0.17,1663.7,1663.7,10.02734888,1645.01,1576.358784,1562.88112
12/27/11 21:30,Dataset 1,12/27/11 21:30,8.72,0.137615,0.19369281,8.978237752,9.073753164,0.989473439,-0.010526561,8.72,9,0.13,1153.24,1153.24,8.628208392,1120.21,1164.417832,1133.453553
12/27/11 22:20,Dataset 1,12/27/11 22:20,9.15,0.214208,0.150479526,9.601260127,9.599815467,1.000150488,0.000150488,9.15,9,0.21,1313.15,1313.15,9.151376968,1313.15,1285.030106,1284.871895
12/27/11 22:30,Dataset 1,12/27/11 22:30,10.01,0.087912,0.250703788,9.856329763,9.839387568,1.001721875,0.001721875,10.01,10,0.09,1639.67,1639.67,10.02723597,1645.01,1652.334885,1657.987565
12/27/11 22:40,Dataset 1,12/27/11 22:40,10.44,0.130268,0.217358982,10.04533006,10.11233342,0.993374095,-0.006625905,10.44,10,0.13,1754.48,1754.48,10.37082555,1735.79,1707.295731,1690.34886
12/27/11 22:50,Dataset 1,12/27/11 22:50,10.44,0.098659,0.242686675,10.17665008,10.20646896,0.997078433,-0.002921567,10.44,10,0.09,1754.48,1754.48,10.40949884,1746.47,1756.591027,1748.536941
12/27/11 23:00,Dataset 1,12/27/11 23:00,10.72,0.087687,0.170589052,10.57451777,10.59111132,0.998433257,-0.001566743,10.72,11,0.09,1829.24,1829.24,10.70320452,1823.9,1851.001035,1845.559559
12/28/11 1:20,Dataset 1,12/28/11 1:20,12.5,0.0872,0.276087712,12.70636776,12.70778692,0.999888324,-0.000111676,12.5,13,0.09,1993.5,1993.5,12.49860404,1993.5,2000,2000
12/28/11 3:20,Dataset 1,12/28/11 3:20,12.43,0.090105,0.30167522,12.23499041,12.31070288,0.993849866,-0.006150134,12.43,12,0.09,1992.73,1992.73,12.35355384,1991.85,2000,2000
12/28/11 3:30,Dataset 1,12/28/11 3:30,12.32,0.07224,0.19967337,12.31745859,12.36923801,0.995813855,-0.004186145,12.32,12,0.07,1991.52,1991.52,12.26842669,1990.97,2000,2000
12/28/11 3:40,Dataset 1,12/28/11 3:40,11.98,0.084307,0.266624401,11.96063918,12.00947815,0.995933298,-0.004066702,11.98,12,0.09,1986.32,1986.32,11.93128091,1982.12,2000,2000
12/28/11 3:50,Dataset 1,12/28/11 3:50,12.15,0.106996,0.248100359,12.03882227,12.06655458,0.997701721,-0.002298279,12.15,12,0.11,1989.65,1989.65,12.1220759,1989.32,1981.109298,1980.621646
12/28/11 4:00,Dataset 1,12/28/11 4:00,12.23,0.113655,0.163935373,11.98244548,11.94113798,1.003459261,0.003459261,12.23,12,0.11,1990.53,1990.53,12.27230676,1990.97,1974.230264,1975.118035
12/28/11 4:10,Dataset 1,12/28/11 4:10,10.72,0.088619,0.240738766,10.3928405,10.41088092,0.998267158,-0.001732842,10.72,11,0.09,1829.24,1829.24,10.70142393,1823.9,1849.353078,1843.909019
12/28/11 4:20,Dataset 1,12/28/11 4:20,9.12,0.112939,0.232940593,9.024986117,9.0160382,1.000992444,0.000992444,9.12,9,0.11,1301.72,1301.72,9.129051093,1305.53,1302.149621,1305.843498
12/28/11 4:30,Dataset 1,12/28/11 4:30,8.7,0.131034,0.184209183,8.569943784,8.586664012,0.998052768,-0.001947232,8.7,9,0.13,1145.9,1145.9,8.68305908,1138.56,1155.937448,1148.90745
12/28/11 4:40,Dataset 1,12/28/11 4:40,9.12,0.189693,0.134608831,9.812964855,9.769383966,1.004460966,0.004460966,9.12,9,0.19,1301.72,1301.72,9.160684009,1316.96,1286.267031,1297.788417
12/28/11 4:50,Dataset 1,12/28/11 4:50,10.15,0.122167,0.180027631,10.44646921,10.49234865,0.995627343,-0.004372657,10.15,10,0.13,1677.05,1677.05,10.10561754,1666.37,1648.674344,1639.131323
12/28/11 5:00,Dataset 1,12/28/11 5:00,11.04,0.131341,0.204868654,10.95606086,11.03529056,0.992820334,-0.007179666,11.04,11,0.13,1907.36,1907.36,10.96073648,1893.32,1850.772852,1836.945583
12/28/11 5:10,Dataset 1,12/28/11 5:10,9.31,0.148228,0.22491034,9.05611254,9.050488694,1.000621386,0.000621386,9.31,9,0.15,1374.11,1374.11,9.315785103,1377.92,1360.451644,1363.936598
12/28/11 5:20,Dataset 1,12/28/11 5:20,7.78,0.160668,0.241602845,7.732574749,7.654799457,1.010160331,0.010160331,7.78,8,0.17,822.78,822.78,7.859047371,846.86,854.8290091,878.9117049
12/28/11 6:00,Dataset 1,12/28/11 6:00,9.03,0.151717,0.096483701,9.417409465,9.464258646,0.995049884,-0.004950116,9.03,9,0.15,1267.43,1267.43,8.98530045,1252.33,1267.845633,1254.946711
12/28/11 12:00,Dataset 1,12/28/11 12:00,4.34,0.117512,-0.303624143,4.121159281,4.338389895,0.949928287,-0.050071713,4.34,4,0.11,128.06,128.06,4.122688765,104.08,131.2156571,107.9714707
12/28/11 12:10,Dataset 1,12/28/11 12:10,3.77,0.129973,-0.274467828,3.855176928,3.968438149,0.971459497,-0.028540503,3.77,4,0.13,70.07,70.07,3.662402304,60.06,75.8258333,64.86055764
12/28/11 12:20,Dataset 1,12/28/11 12:20,3.5,0.157143,-0.087192969,3.529566641,3.551431014,0.993843503,-0.006156497,3.5,4,0.15,45.5,45.5,3.478452262,43.68,52.61245958,50.44166044
12/28/11 12:30,Dataset 1,12/28/11 12:30,3.59,0.125348,-0.117918391,3.609640658,3.59,1.005470935,0.005470935,3.59,4,0.13,53.69,53.69,3.609640658,55.51,57.07665347,59.06353509
12/28/11 12:40,Dataset 1,12/28/11 12:40,3.71,0.113208,-0.167239157,4.116511792,3.9385657,1.04518043,0.04518043,3.71,4,0.11,64.61,64.61,3.877619395,80.08,66.82084752,82.89326731
12/28/11 12:50,Dataset 1,12/28/11 12:50,4.11,0.119221,-0.275875741,4.400513742,4.23279985,1.039622448,0.039622448,4.11,4,0.11,102.99,102.99,4.272848262,120.43,107.2896545,124.2151949
12/28/11 13:00,Dataset 1,12/28/11 13:00,5.47,0.096892,-0.014352189,5.439077356,5.411431606,1.005108768,0.005108768,5.47,5,0.09,276.14,276.14,5.497944962,281,275.902636,280.7434852
12/28/11 13:10,Dataset 1,12/28/11 13:10,5.9,0.177966,0.049951729,5.765937928,5.728446483,1.006544784,0.006544784,5.9,6,0.17,345.8,345.8,5.938614226,352.28,364.3186352,371.4114459
12/28/11 13:20,Dataset 1,12/28/11 13:20,8.12,0.12069,0.368230575,7.605549933,7.712487275,0.986134519,-0.013865481,8.12,8,0.13,933.04,933.04,8.007412298,892.67,943.4595331,903.0886725
12/28/11 13:30,Dataset 1,12/28/11 13:30,8.11,0.139334,0.216104191,7.798763893,7.854249724,0.992935566,-0.007064434,8.11,8,0.13,929.37,929.37,8.052707438,907.35,949.4360543,927.5949391
12/28/11 13:40,Dataset 1,12/28/11 13:40,6.26,0.263578,-0.08359689,6.717101682,6.657130828,1.009008514,0.009008514,6.26,6,0.27,420.76,420.76,6.316393295,434.32,487.3137898,502.689251
12/28/11 13:50,Dataset 1,12/28/11 13:50,6.1,0.167213,-0.213287581,7.351389866,7.278317303,1.010039761,0.010039761,6.1,6,0.17,384.6,384.6,6.161242539,398.16,402.569342,416.975615
12/28/11 14:00,Dataset 1,12/28/11 14:00,5.97,0.160804,-0.175328638,7.035313461,6.909765865,1.018169588,0.018169588,5.97,6,0.17,357.14,357.14,6.078472437,380.08,371.3871697,395.6799851
12/28/11 14:10,Dataset 1,12/28/11 14:10,6.33,0.173776,-0.086666494,6.925804904,6.817130915,1.015941309,0.015941309,6.33,6,0.17,436.58,436.58,6.430908485,459.18,460.2788297,484.3816397
12/28/11 14:20,Dataset 1,12/28/11 14:20,6.08,0.141447,0.049213333,6.372227305,6.319981841,1.008266711,0.008266711,6.08,6,0.15,380.08,380.08,6.130261603,391.38,389.9857373,401.7070496
12/28/11 14:30,Dataset 1,12/28/11 14:30,7.93,0.14628,0.195074173,7.797609418,7.837131385,0.994957088,-0.005042912,7.93,8,0.15,867.93,867.93,7.890009705,855.89,892.0828133,880.0503664
12/28/11 14:40,Dataset 1,12/28/11 14:40,9.79,0.079673,0.314713925,9.647827979,9.76231834,0.988272216,-0.011727784,9.79,10,0.07,1556.99,1556.99,9.675184995,1515.08,1571.254685,1525.934111
12/28/11 14:50,Dataset 1,12/28/11 14:50,10.44,0.068008,0.314313546,10.28578645,10.31401628,0.997262964,-0.002737036,10.44,10,0.07,1754.48,1754.48,10.41142534,1746.47,1803.650601,1794.672367
12/28/11 15:10,Dataset 1,12/28/11 15:10,11.96,0.076923,0.344355367,11.57720743,11.56254059,1.001268479,0.001268479,11.96,12,0.07,1984.64,1984.64,11.97517101,1986.32,2000,2000
12/28/11 15:30,Dataset 1,12/28/11 15:30,14.72,0.061821,0.387892858,14.20741139,14.31169893,0.992713127,-0.007286873,14.72,15,0.07,2000,2000,14.61273723,2000,1999.134937,1999.203683
12/28/11 15:40,Dataset 1,12/28/11 15:40,15.13,0.044944,0.419791932,14.66295687,14.80210427,0.990599485,-0.009400515,15.13,15,0.05,2000,2000,14.98777021,2000,1998.751945,1998.69359
12/28/11 15:50,Dataset 1,12/28/11 15:50,15.02,0.053928,0.475463267,14.39907656,14.62909778,0.984276459,-0.015723541,15.02,15,0.05,2000,2000,14.78383241,2000,1998.874136,1998.865901
12/28/11 21:30,Dataset 1,12/28/11 21:30,13.93,0.091888,0.311971091,13.2362759,13.24125378,0.999624063,-0.000375937,13.93,14,0.09,1999.93,1999.93,13.9247632,1999.92,2000,2000
12/28/11 21:40,Dataset 1,12/28/11 21:40,12.92,0.103715,0.335417223,12.19758942,12.14744203,1.004128226,0.004128226,12.92,13,0.11,1998.12,1998.12,12.97333668,1998.67,1995.809571,1996.481857
12/28/11 21:50,Dataset 1,12/28/11 21:50,11.77,0.129142,0.279946394,11.72025868,11.553302,1.014450992,0.014450992,11.77,12,0.13,1968.68,1968.68,11.94008818,1982.96,1922.849907,1940.223574
12/28/11 22:00,Dataset 1,12/28/11 22:00,10.14,0.127219,0.237779959,10.82462655,10.70434201,1.011236985,0.011236985,10.14,10,0.13,1674.38,1674.38,10.25394303,1703.75,1639.772117,1665.851633
12/28/11 22:10,Dataset 1,12/28/11 22:10,9.95,0.133668,0.174321321,10.61014702,10.47173534,1.013217645,0.013217645,9.95,10,0.13,1617.95,1617.95,10.08151557,1658.36,1582.520129,1617.716671
12/28/11 22:20,Dataset 1,12/28/11 22:20,9.41,0.129649,0.138094836,9.954503868,9.831671936,1.012493494,0.012493494,9.41,9,0.13,1412.21,1412.21,9.527563777,1457.93,1401.773468,1443.070972
12/28/11 22:40,Dataset 1,12/28/11 22:40,9.36,0.161325,0.210489942,9.618186291,9.531204678,1.009125983,0.009125983,9.36,9,0.17,1393.16,1393.16,9.445419202,1427.45,1370.28499,1398.420492
12/28/11 22:50,Dataset 1,12/28/11 22:50,9.54,0.151992,0.282801337,9.389805595,9.154575808,1.025695323,0.025695323,9.54,10,0.15,1461.74,1461.74,9.785133386,1556.99,1432.150215,1511.744446
12/28/11 23:00,Dataset 1,12/28/11 23:00,10.08,0.112103,0.390687167,9.600565597,9.552702664,1.005010407,0.005010407,10.08,10,0.11,1658.36,1658.36,10.13050491,1671.71,1643.984388,1656.571079
12/28/11 23:10,Dataset 1,12/28/11 23:10,9.51,0.136698,0.369492032,9.103660363,9.156053019,0.994277812,-0.005722188,9.51,10,0.13,1450.31,1450.31,9.455581993,1431.26,1432.065131,1415.529857
12/28/11 23:20,Dataset 1,12/28/11 23:20,9.36,0.108974,0.354943562,8.866900755,9.004551546,0.984713199,-0.015286801,9.36,9,0.11,1393.16,1393.16,9.216915539,1339.82,1391.138553,1339.340148
12/28/11 23:30,Dataset 1,12/28/11 23:30,8.72,0.102064,0.348396828,8.377006727,8.499308163,0.985610425,-0.014389575,8.72,9,0.11,1153.24,1153.24,8.594522903,1105.53,1153.988032,1106.393059
12/28/11 23:40,Dataset 1,12/28/11 23:40,7.37,0.115332,0.260124484,7.154298509,7.152464224,1.000256455,0.000256455,7.37,7,0.11,699.37,699.37,7.371890072,699.37,705.8672817,705.8723312
12/28/11 23:50,Dataset 1,12/28/11 23:50,7.26,0.097796,0.157547756,7.309893905,7.231001186,1.010910345,0.010910345,7.26,7,0.09,666.26,666.26,7.339209106,690.34,665.4310315,689.4882823
12/29/11 0:00,Dataset 1,12/29/11 0:00,6.89,0.111756,-0.004283458,7.084404854,6.919766122,1.023792528,0.023792528,6.89,7,0.11,563.14,563.14,7.053930521,603.05,567.2338094,607.420212
12/30/11 10:10,Dataset 1,12/30/11 10:10,5.39,0.048237,0.942141435,6.061405022,6.06645637,0.999167331,-0.000832669,5.39,5,0.05,263.18,263.18,5.385511916,263.18,261.7826232,261.8299667
12/30/11 10:30,Dataset 1,12/30/11 10:30,4.86,0.065844,1.026626231,5.334622298,5.372948573,0.992866808,-0.007133192,4.86,5,0.07,184.74,184.74,4.825332686,181.47,184.517884,181.0955819
12/30/11 10:40,Dataset 1,12/30/11 10:40,4.76,0.084034,1.017676955,5.296062293,5.253809,1.008042411,0.008042411,4.76,5,0.09,173.84,173.84,4.798281878,178.2,173.2257323,177.6994188
12/30/11 10:50,Dataset 1,12/30/11 10:50,6.25,0.08,1.096731988,6.711658191,6.87971435,0.975572219,-0.024427781,6.25,6,0.09,418.5,418.5,6.097326366,384.6,414.1005206,380.6463501
12/30/11 11:00,Dataset 1,12/30/11 11:00,6.32,0.036392,1.024102917,6.585855669,6.889513842,0.955924586,-0.044075414,6.32,6,0.03,434.32,434.32,6.041443385,371.04,423.5516261,360.1825628
12/30/11 11:10,Dataset 1,12/30/11 11:10,6.06,0.085809,0.874697074,6.527868631,6.562104394,0.994782807,-0.005217193,6.06,6,0.09,375.56,375.56,6.028383813,368.78,372.789758,366.0861787
12/30/11 11:20,Dataset 1,12/30/11 11:20,6.59,0.066768,0.935353544,7.176212319,7.091755836,1.011909108,0.011909108,6.59,7,0.07,495.34,495.34,6.668481019,513.42,487.1667185,504.9250125
12/30/11 11:30,Dataset 1,12/30/11 11:30,6.48,0.066358,0.91480588,7.062460908,6.958223082,1.014980524,0.014980524,6.48,6,0.07,470.48,470.48,6.577073794,493.08,462.6792183,484.8750135
12/30/11 11:40,Dataset 1,12/30/11 11:40,6.66,0.051051,0.957366462,7.136688256,7.211772231,0.989588693,-0.010411307,6.66,7,0.05,511.16,511.16,6.590660695,495.34,499.945047,484.6074298
12/30/11 11:50,Dataset 1,12/30/11 11:50,6.34,0.044164,0.933947372,6.807024969,6.77097748,1.005323823,0.005323823,6.34,6,0.05,438.84,438.84,6.373753041,445.62,428.6389832,435.344269
12/30/11 12:00,Dataset 1,12/30/11 12:00,6,0.053333,0.903179329,6.601105788,6.400602714,1.031325655,0.031325655,6,6,0.05,362,362,6.187953932,404.94,354.0182695,396.1853515
12/30/11 12:10,Dataset 1,12/30/11 12:10,6.49,0.052388,0.99679508,7.05811615,6.941235876,1.016838539,0.016838539,6.49,6,0.05,472.74,472.74,6.59928212,497.6,462.7715054,486.9840452
12/30/11 12:20,Dataset 1,12/30/11 12:20,6.52,0.03681,0.938755862,7.105806216,6.925743868,1.02599899,0.02599899,6.52,7,0.03,479.52,479.52,6.689513418,517.94,468.1262551,504.7964681
12/30/11 12:30,Dataset 1,12/30/11 12:30,6.88,0.05814,1.156633203,7.109927302,7.138499706,0.995997422,-0.004002578,6.88,7,0.05,560.88,560.88,6.852462262,554.1,549.6345864,542.9923339
12/30/11 13:20,Dataset 1,12/30/11 13:20,7.83,0.031928,1.202437944,7.96025198,8.197430386,0.971066737,-0.028933263,7.83,8,0.03,837.83,837.83,7.603452554,768.6,816.9163019,750.5492607
12/30/11 13:30,Dataset 1,12/30/11 13:30,7.08,0.043785,1.047612721,7.323673146,7.313776248,1.001353186,0.001353186,7.08,7,0.05,612.08,612.08,7.089580555,615.09,596.9853989,599.9731193
12/30/11 13:40,Dataset 1,12/30/11 13:40,7.16,0.060056,1.223377319,7.355939552,7.259326119,1.013308871,0.013308871,7.16,7,0.07,636.16,636.16,7.255291514,666.26,624.2988524,654.0928513
12/30/11 13:50,Dataset 1,12/30/11 13:50,7.73,0.097025,1.254912211,8.204742249,7.942334928,1.033039065,0.033039065,7.73,8,0.09,807.73,807.73,7.985391974,885.99,806.4244712,884.5998914
12/30/11 14:00,Dataset 1,12/30/11 14:00,8.52,0.076291,1.163295835,8.788461258,8.819233427,0.996510789,-0.003489211,8.52,9,0.07,1079.84,1079.84,8.49027192,1068.83,1069.422772,1058.32113
12/30/11 14:10,Dataset 1,12/30/11 14:10,8.22,0.090024,0.974126803,8.452664978,8.434370544,1.002169034,0.002169034,8.22,8,0.09,969.74,969.74,8.237829457,977.08,965.0401417,972.3789179
12/30/11 14:20,Dataset 1,12/30/11 14:20,7.92,0.063131,0.983064756,8.042106515,8.041186932,1.000114359,0.000114359,7.92,8,0.07,864.92,864.92,7.920905724,864.92,850.6660867,850.6593212
12/30/11 14:30,Dataset 1,12/30/11 14:30,7.82,0.067775,1.009422524,7.870761754,8.028119497,0.980399178,-0.019600822,7.82,8,0.07,834.82,834.82,7.66672157,789.67,822.4272919,777.9223161
12/30/11 14:40,Dataset 1,12/30/11 14:40,8.72,0.037844,1.025525043,8.704691425,8.964106396,0.971060699,-0.028939301,8.72,9,0.03,1153.24,1153.24,8.467649297,1061.49,1130.102161,1038.450921
12/30/11 14:50,Dataset 1,12/30/11 14:50,7.52,0.102394,0.94140419,7.723269943,7.605352973,1.01550447,0.01550447,7.52,8,0.11,744.52,744.52,7.636593617,780.64,745.5283118,781.6860639
12/30/11 15:00,Dataset 1,12/30/11 15:00,6.54,0.039755,1.047544768,6.65476679,6.596616924,1.008815104,0.008815104,6.54,7,0.03,484.04,484.04,6.597650782,497.6,472.6238901,485.6894666
12/30/11 19:00,Dataset 1,12/30/11 19:00,8.95,0.106145,1.060489901,9.265432863,8.946216849,1.035681676,0.035681676,8.95,9,0.11,1237.65,1237.65,9.269351004,1358.87,1238.919629,1358.238043
12/30/11 19:10,Dataset 1,12/30/11 19:10,9.37,0.117396,0.929758321,9.539611897,9.294061817,1.026420104,0.026420104,9.37,9,0.11,1396.97,1396.97,9.617556374,1492.22,1392.379392,1482.033052
12/30/11 19:20,Dataset 1,12/30/11 19:20,9.88,0.093117,0.991887795,9.946638165,9.80171393,1.014785601,0.014785601,9.88,10,0.09,1591.28,1591.28,10.02608174,1645.01,1597.329085,1652.485085
12/30/11 19:30,Dataset 1,12/30/11 19:30,8.23,0.106926,0.89696869,8.166341871,8.08730572,1.009772866,0.009772866,8.23,8,0.11,973.41,973.41,8.310430683,1002.77,976.7927088,1006.104275
12/30/11 19:40,Dataset 1,12/30/11 19:40,8.13,0.158672,1.073915837,8.08337818,7.860353451,1.028373372,0.028373372,8.13,8,0.15,936.71,936.71,8.360675511,1021.12,966.2300957,1047.003056
12/30/11 19:50,Dataset 1,12/30/11 19:50,9.05,0.129282,0.912952449,9.339418141,9.15154368,1.020529265,0.020529265,9.05,9,0.13,1275.05,1275.05,9.235789844,1347.44,1276.579568,1343.241568
12/30/11 20:00,Dataset 1,12/30/11 20:00,9.69,0.109391,0.899306988,9.943036344,9.807359001,1.013834239,0.013834239,9.69,10,0.11,1518.89,1518.89,9.824053771,1568.42,1512.686841,1560.47374
12/30/11 20:10,Dataset 1,12/30/11 20:10,9.39,0.096912,0.982485842,9.653597075,9.591661528,1.006457228,0.006457228,9.39,9,0.09,1404.59,1404.59,9.450633372,1427.45,1405.257538,1428.356659
12/30/11 20:20,Dataset 1,12/30/11 20:20,8.17,0.082007,0.964876569,8.481225433,8.358906575,1.014633356,0.014633356,8.17,8,0.09,951.39,951.39,8.289554521,995.43,943.1910817,987.1585169
12/30/11 20:30,Dataset 1,12/30/11 20:30,8.73,0.052692,0.900961193,9.018883592,8.875081114,1.016202948,0.016202948,8.73,9,0.05,1156.91,1156.91,8.871451736,1208.29,1138.598507,1192.029626
12/30/11 20:40,Dataset 1,12/30/11 20:40,8.24,0.055825,0.808716541,8.555439464,8.282483502,1.032955811,0.032955811,8.24,8,0.05,977.08,977.08,8.511555884,1076.17,959.1501706,1057.773522
12/30/11 20:50,Dataset 1,12/30/11 20:50,7.84,0.058673,0.868917089,8.079463461,7.84417321,1.029995545,0.029995545,7.84,8,0.05,840.84,840.84,8.075165074,918.36,825.7350617,902.0135799
12/30/11 21:00,Dataset 1,12/30/11 21:00,7.55,0.070199,0.969044747,8.034548229,7.77955372,1.032777524,0.032777524,7.55,8,0.07,753.55,753.55,7.797470306,828.8,742.9495821,817.2566888
12/31/11 0:00,Dataset 1,12/31/11 0:00,8.93,0.034714,0.772320958,9.093462345,8.996036045,1.010829914,0.010829914,8.93,9,0.03,1230.31,1230.31,9.026711135,1267.43,1208.776779,1248.611746
12/31/11 0:20,Dataset 1,12/31/11 0:20,7.15,0.074126,0.843446914,7.200153803,6.952165324,1.035670682,0.035670682,7.15,7,0.07,633.15,633.15,7.405045376,711.41,624.8673128,702.423697
12/31/11 0:30,Dataset 1,12/31/11 0:30,7.39,0.101488,0.928068723,7.639305584,7.457090049,1.024435206,0.024435206,7.39,7,0.11,705.39,705.39,7.570576175,759.57,705.9862933,760.2028856
12/31/11 0:40,Dataset 1,12/31/11 0:40,8.06,0.058313,0.937836551,8.178670865,8.084257082,1.011678721,0.011678721,8.06,8,0.05,911.02,911.02,8.154130492,944.05,894.646763,927.2288411
12/31/11 0:50,Dataset 1,12/31/11 0:50,7.91,0.107459,0.865482075,8.119810556,7.985431493,1.016828028,0.016828028,7.91,8,0.11,861.91,861.91,8.0431097,903.68,865.4902358,907.3303751
12/31/11 1:00,Dataset 1,12/31/11 1:00,8.86,0.046275,0.882161004,8.749968108,8.717489217,1.003725716,0.003725716,8.86,9,0.05,1204.62,1204.62,8.893009846,1215.63,1185.805302,1197.451661
12/31/11 1:10,Dataset 1,12/31/11 1:10,8.94,0.051454,0.889728015,9.031053724,8.992092322,1.004332852,0.004332852,8.94,9,0.05,1233.98,1233.98,8.978735693,1248.66,1218.736793,1234.405001
12/31/11 1:20,Dataset 1,12/31/11 1:20,9.92,0.065524,0.876246165,9.931740918,9.92078021,1.001104823,0.001104823,9.92,10,0.07,1606.52,1606.52,9.930959846,1610.33,1635.314469,1639.652237
12/31/11 1:30,Dataset 1,12/31/11 1:30,9.3,0.091398,0.784543284,9.212845565,9.2060582,1.000737272,0.000737272,9.3,9,0.09,1370.3,1370.3,9.306856626,1374.11,1371.060328,1374.938734
12/31/11 1:40,Dataset 1,12/31/11 1:40,8.78,0.055809,0.857973774,8.845420274,8.719563235,1.01443387,0.01443387,8.78,9,0.05,1175.26,1175.26,8.906729375,1222.97,1158.697756,1208.54129
